site,lat,lng,zip,name,address,phone,email,web
"Brewersfayre","51.211736","-1.517379","SP10 3UX","Portway Inn","Joules Road, Andover, Hampshire, SP10 3UX","","","https://www.brewersfayre.co.uk//en-gb/locations/hampshire/portway-inn"
"Brewersfayre","54.545957","-1.332543","TS18 3RT","Preston Farm","Yarm Road, Stockton-On-Tees, Cleveland, TS18 3RT","","","https://www.brewersfayre.co.uk//en-gb/locations/county-durham/preston-farm"
"Brewersfayre","53.796329","-2.232199","BB10 3EF","Queen Victoria","Queen Victoria Road, Burnley, Lancashire, BB10 3EF","","","https://www.brewersfayre.co.uk//en-gb/locations/lancashire/queen-victoria"
"Brewersfayre","55.984003","-3.406234","EH30 9YJ","Queens Crossing","Builyeon Road, South Queensferry, Edinburgh, EH30 9YJ","","","https://www.brewersfayre.co.uk//en-gb/locations/edinburgh/queens-crossing"
"Brewersfayre","52.83194","-2.137105","ST16 1GX","Redhill","1 Spitfire Close, Stafford, Staffordshire, ST16 1GX","","","https://www.brewersfayre.co.uk//en-gb/locations/staffordshire/redhill"
"Brewersfayre","50.782884","-0.672805","PO21 1BL","Regis","The Esplanade, Bognor Regis, West Sussex, PO21 1BL","","","https://www.brewersfayre.co.uk//en-gb/locations/sussex/regis"
"Brewersfayre","53.698396","-1.508067","WF1 2UF","Rhubarb Triangle","Paragon Business Park, Herriot Way, Wakefield, WF1 2UF","","","https://www.brewersfayre.co.uk//en-gb/locations/yorkshire/rhubarb-triangle"
"Brewersfayre","51.651525","-0.424068","WD18 8AP","Rising Sun","2 Ascot Road, Watford, Hertfordshire, WD18 8AP","","","https://www.brewersfayre.co.uk//en-gb/locations/hertfordshire/rising-sun"
"Brewersfayre","51.634113","0.016906","E4 7QH","Royal Forest","4 Rangers Road, Chingford, London, E4 7QH","","","https://www.brewersfayre.co.uk//en-gb/locations/greater-london/royal-forest"
"Brewersfayre","54.994635","-1.461412","NE29 6DL","Royal Quays","Coble Dene Road, North Shields, Tyne and Wear, NE29 6DL","","","https://www.brewersfayre.co.uk//en-gb/locations/newcastle/royal-quays"
